SUBJECT,PREHEADER,CLICKS_TO_KICKS,performance,CTR,CLICKS,OPENS,DELIVERIES,SPAMS,UNSUBS,KICKS,subject_length,length_category,reward_amount,negative_count,positive_count,has_closing_soon,has_treatment,has_cancer,has_colon,has_ampersand,has_metabolic,is_oncology,recommendations
Atopic Dermatitis treatment and Other Survey Opportunities,Earn up to $127.50 Today via Rewards Card,2.0,❌ Poor (<10),0.0213,2,50,94,0,1,1,58,Optimal (51-60),127.5,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
 Neurofibromatosis Study and Other Survey Opportunities,Earn up to $170.00 Today via Rewards Card,2.0,❌ Poor (<10),0.006,2,120,331,0,1,1,55,Optimal (51-60),170.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $170)
Hereditary Angioedema (HAE) and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0085,4,219,469,0,2,2,58,Optimal (51-60),120.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Aesthetic Products & Procedures and Other Survey Opportunities,Earn up to $167.50 Today via Rewards Card,1.0,❌ Poor (<10),0.2,1,2,5,0,1,1,62,Long (61-75),167.5,0,1,0,0,0,0,1,0,0,💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $168)
Aesthetic Products & Procedures and Other Survey Opportunities,Earn up to $152.50 Today via Rewards Card,1.0,❌ Poor (<10),0.0476,1,14,21,0,1,1,62,Long (61-75),152.5,0,1,0,0,0,0,1,0,0,💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $152)
Study on Skin Cancer Treatment and Other Survey Opportunities,Earn up to $85.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0099,1,49,101,0,1,1,61,Long (61-75),85.0,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Treatment of high-risk NMIBC Patients and Other Survey Opportunities,Earn up to $82.50 Today via Rewards Card,1.0,❌ Poor (<10),0.0435,1,10,23,0,1,1,68,Long (61-75),82.5,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
Research on Hemophilia and Other Survey Opportunities,Earn up to $117.50 Today via Rewards Card,1.0,❌ Poor (<10),0.0097,1,41,103,0,1,1,53,Optimal (51-60),117.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: mRCC Manufacturer Perception and Other Survey Opportunities,Earn up to $215.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0625,1,6,16,0,1,1,73,Long (61-75),215.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 73) | 💰 LOWER reward to $60-90 range (currently $215)"
Closing Soon: Understanding Your Treatment of Transthyretin (ATTR) Amyloidosis Patients and Other Survey Opportunities,Earn up to $317.50 Today via Rewards Card,1.0,❌ Poor (<10),1.0,1,0,1,0,1,1,118,Too Long (76+),317.5,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 118) | 💰 LOWER reward to $60-90 range (currently $318)"
Closing Soon: Lung Cancer and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0083,1,51,120,0,1,1,56,Optimal (51-60),75.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
Study on Skin Cancer Treatment and Other Survey Opportunities,Earn up to $150.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0049,1,101,205,0,1,1,61,Long (61-75),150.0,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $150)
Myeloproliferative Neoplasms (MPNs) and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0029,1,112,348,0,1,1,66,Long (61-75),95.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 66)
New NMIBC Therapies and Other Survey Opportunities,Earn up to $52.50 Today via Rewards Card,1.0,❌ Poor (<10),0.037,2,24,54,1,1,2,50,Short (≤50),52.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Atopic Dermatitis (AD) Treatment and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0132,1,30,76,0,1,1,63,Long (61-75),75.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Short Study on Retinal Vein Occlusion and Other Survey Opportunities,Earn up to $135.00 Today via Rewards Card,1.0,❌ Poor (<10),0.0135,1,44,74,0,1,1,68,Long (61-75),135.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68) | 💰 LOWER reward to $60-90 range (currently $135)
Closing Soon: Understanding Your Treatment Practices for Prostate Cancer and Other Survey Opportunities,Earn up to $127.50 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,104,198,0,2,2,103,Too Long (76+),127.5,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 103)"
Treatment of NSCLC and Other Survey Opportunities,Earn up to $150.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,0,2,0,1,1,49,Short (≤50),150.0,1,0,0,1,0,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $150)
Closing Soon: Muscle Invasive Bladder Cancer (MIBC) and Other Survey Opportunities,Earn up to $107.50 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,50,98,0,1,1,82,Too Long (76+),107.5,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 82)"
HR+ HER2- Breast Cancer and Other Survey Opportunities,Earn up to $305.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,5,5,0,1,1,54,Optimal (51-60),305.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $305)
HR+ HER2- Breast Cancer and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,6,14,0,1,1,54,Optimal (51-60),120.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Healthcare System Perceptions and Other Survey Opportunities,Earn up to $177.50 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,1,3,0,1,1,60,Optimal (51-60),177.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $178)
Breast Cancer and Other Survey Opportunities,Earn up to $360.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,9,12,0,1,1,44,Short (≤50),360.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $360)
Micro Survey: 1L PDAC Treatment Rate Survey and Other Survey Opportunities,Earn up to $115.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,25,54,0,1,1,74,Long (61-75),115.0,2,0,0,1,0,1,0,0,0,"❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 74)"
Bile Duct Cancer Treatment and Other Survey Opportunities,Earn up to $195.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,4,7,1,0,1,57,Optimal (51-60),195.0,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $195)
Understanding your treatment for cancer patients and Other Survey Opportunities,Earn up to $140.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,21,35,0,1,1,79,Too Long (76+),140.0,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 79) | 💰 LOWER reward to $60-90 range (currently $140)
Closing Soon: LEMS and Other Survey Opportunities,Earn up to $275.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,0,1,0,1,1,49,Short (≤50),275.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $275)"
Closing Soon: Amyloidosis Treatment and Other Survey Opportunities,Earn up to $137.50 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,17,26,0,1,1,66,Long (61-75),137.5,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 66) | 💰 LOWER reward to $60-90 range (currently $138)"
Advanced Cancer Conditions and Other Survey Opportunities,Earn up to $165.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,53,127,0,1,1,57,Optimal (51-60),165.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $165)
Genetic Conditions and Other Survey Opportunities,Earn up to $97.50 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,3,7,0,1,1,49,Short (≤50),97.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment for Ovarian & Endometrial Cancer  and Other Survey Opportunities,Earn up to $180.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,11,17,0,1,1,74,Long (61-75),180.0,2,1,0,1,1,0,1,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | 📏 SHORTEN to 50-65 chars (currently 74) | 💰 LOWER reward to $60-90 range (currently $180)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $155.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,6,14,0,1,1,54,Optimal (51-60),155.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $155)
Healthcare System Perceptions and Other Survey Opportunities,Earn up to $102.50 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,3,8,0,1,1,60,Optimal (51-60),102.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Understanding your treatment for cancer patients and Other Survey Opportunities,Earn up to $160.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,2,3,0,1,1,93,Too Long (76+),160.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 93) | 💰 LOWER reward to $60-90 range (currently $160)"
Skin Cancer Treatment and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,4,12,0,1,1,52,Optimal (51-60),120.0,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Treatment for Transthyretin-mediated (ATTR) amyloidosis and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,0.0,❌ Poor (<10),0.0,0,7,8,0,1,1,86,Too Long (76+),90.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 86)
